;; -*- coding: utf-8 -*--
a-bi-guo-min-yin-hang 阿比国民银行
shen-bao-zheng-shou 申报征收
shen-ceng-ci 深层次
shen-cheng-zhi 深成指
shen-du-bao-gao 深度报告
shen-du-tiao-zheng 深度调整
shen-fa 深发
shen-fa-zhan 深发展
shen-gao-ren-gou 深高认购
shen-gou-qi-dian 申购起点
shen-gou-zi-jin 申购资金
shen-he-quan-xian 审核权限
shen-he-yao-qiu 审核要求
shen-ji-bao-gao 审计报告
shen-ji-ji-gou 审计机构
shen-ji-ji-lu 审计记录
shen-ji-jie-guo 审计结果
shen-ji-shi 审计师
shen-ji-yi-jian 审计意见
shen-jiao-suo 深交所
shen-me-jia-wei 什么价位
shen-pi-bu-men 审批部门
shen-pi-cheng-xu 审批程序
shen-pi-guo-cheng 审批过程
shen-pi-jie-guo 审批结果
shen-pi-nei-rong 审批内容
shen-pi-ren 审批人
shen-pi-shou-xu 审批手续
shen-pi-yuan-ze 审批原则
shen-qing-biao-ge 申请表格
shen-qing-dai-kai 申请代开
shen-qing-e-du 申请额度
shen-qing-fa-xing 申请发行
shen-qing-po-chan 申请破产
shen-qing-wen-jian 申请文件
shen-ru-fen-xi 深入分析
shen-shen-xuan-ze 审慎选择
shen-wan-ba-li 申万巴黎
shen-wan-ba-li-ji-jin-guan-li-you-xian-gong-si 申万巴黎基金管理有限公司
shen-wan-sheng-li-jing-xuan 申万盛利精选
shen-wan-sheng-li-qiang-hua 申万盛利强化
shen-wan-xin-dong-li 申万新动力
shen-wan-xin-jing-ji 申万新经济
shen-yang-cheng-hao-zheng-quan 沈阳诚浩证券
shen-yin-wan-guo 申银万国
shen-ying-li-cha 神鹰利差
shen-zhen-cai-wu-zong-jian-wang 深圳财务总监网
shen-zhen-fa-zhan-yin-hang 深圳发展银行
shen-zhen-mai-rui 深圳迈瑞
shen-zhen-wai-hui-wang 深圳外汇网
shen-zhen-xin-lan-de 深圳新兰德
shen-zhen-zhi-duo-ying 深圳智多盈
shen-zhen-zhu-bao-wang 深圳珠宝网
shen-zhong-dui-dai 慎重对待
sheng-chan-cheng-ben 生产成本
sheng-chan-dan-wei-ming-cheng 生产单位名称
sheng-chan-neng-li 生产能力
sheng-cun-zhe-you-quan-huo-de-zhang-hu 生存者有权获得账户
sheng-da-wang-luo 盛大网络
sheng-huo-fei-tiao-zheng 生活费调整
sheng-long-ruan-jian 胜龙软件
sheng-ming-ren-shou 生命人寿
sheng-ping-jiang-zou-shi-tu 升平降走势图
sheng-qian-zhi-dao 省钱之道
sheng-shui-yi-jia 升水溢价
sheng-wu-ran-liao 生物燃料
sheng-xiao-ri-qi 生效日期
sheng-yi-ke-ji 生益科技
sheng-yu-dai-kuan 剩余贷款
sheng-yu-dao-qi-ri 剩余到期日
sheng-yu-jia-zhi 剩余价值
sheng-yu-qi-xian 剩余期限
sheng-yu-shi-jian 剩余时间
sheng-yu-yi-chan-ji-cheng-ren 剩余遗产继承人
sheng-yu-zi-chan 剩余资产
sheng-zhi-gu-jia 升值估价
sheng-zhi-ya-li 升值压力
sheng-zhi-yu-ce 升值预测
sheng-zhi-yu-qi 升值预期
shi-chang-bao 市场报
shi-chang-bo-dong 市场波动
shi-chang-bu 市场部
shi-chang-can-yu-zhe 市场参与者
shi-chang-cheng-xian 市场呈现
shi-chang-chu-qing 市场出清
shi-chang-ding-jia 市场定价
shi-chang-ding-jia-ji-zhi 市场定价机制
shi-chang-fan-ying 市场反应
shi-chang-fen-e 市场份额
shi-chang-feng-xian 市场风险
shi-chang-gong-qiu 市场供求
shi-chang-gu-ji 市场估计
shi-chang-guan-wang-qi-fen 市场观望气氛
shi-chang-guan-zhu 市场关注
shi-chang-hua 市场化
shi-chang-hua-gai-ge 市场化改革
shi-chang-hua-xian-jia-zhi-ling 市场化限价指令
shi-chang-hui-lv 市场汇率
shi-chang-ji-zhi 市场机制
shi-chang-jia-ge 市场价格
shi-chang-jia-gou 市场架构
shi-chang-jian-jiao-yi 市场间交易
shi-chang-jian-jiao-yi-xi-tong 市场间交易系统
shi-chang-jiang-wen 市场降温
shi-chang-jin-ru-hui-bao-lv 市场进入回报率
shi-chang-jin-zhi-xing-wei 市场禁止行为
shi-chang-jing-tou-bi 市场竞投比
shi-chang-kong-huang 市场恐慌
shi-chang-kuan-du 市场宽度
shi-chang-kuang-re 市场狂热
shi-chang-li-lv 市场利率
shi-chang-neng-li 市场能力
shi-chang-pan-duan 市场判断
shi-chang-pi-ruan 市场疲软
shi-chang-ping-tai 市场平台
shi-chang-qian-jing 市场前景
shi-chang-qian-li 市场潜力
shi-chang-qing-xu 市场情绪
shi-chang-ren-qi 市场人气
shi-chang-shen-du 市场深度
shi-chang-shi-ji 市场时机
shi-chang-ti-xi 市场体系
shi-chang-tiao-jian 市场条件
shi-chang-wen-ding 市场稳定
shi-chang-xin-xin 市场信心
shi-chang-xun-jia 市场询价
shi-chang-yan-jiu 市场研究
shi-chang-yao-bai 市场摇摆
shi-chang-you-lv 市场忧虑
shi-chang-yu-qi 市场预期
shi-chang-yue-shu 市场约束
shi-chang-yun-xing 市场运行
shi-chang-yun-xing-qing-kuang 市场运行情况
shi-chang-zhan-you-lv 市场占有率
shi-chang-zhen-dong 市场震动
shi-chang-zhi-biao 市场指标
shi-chang-zhi-jue 市场知觉
shi-chang-zhi-shu 市场指数
shi-chang-zhui-peng 市场追捧
shi-cun-zi-jin 实存资金
shi-dang-pi-lu 适当披露
shi-dang-tiao-zheng 适当调整
shi-dang-zhu-yi 适当注意
shi-di-shen-cha 实地审查
shi-dian-ban-fa 试点办法
shi-dian-fang-an 试点方案
shi-dian-quan-shang 试点券商
shi-du-zeng-zhang 适度增长
shi-fang-yi-xie 释放一些
shi-fen-ji-ji 十分积极
shi-fen-ming-que 十分明确
shi-fen-qiang-lie 十分强烈
shi-fen-tan-cheng 十分坦诚
shi-fou-gao-yu 是否高于
shi-fou-li-xing 是否理性
shi-gu 实股
shi-guo-ji-tuan 十国集团
shi-hua-ren-gou 石化认购
shi-ji-bo-dong-lv 实际波动率
shi-ji-bu-dui 时机不对
shi-ji-cheng-ben 实际成本
shi-ji-chu-kou 实际出口
shi-ji-fa-xing 实际发行
shi-ji-fei-yong 实际费用
shi-ji-fu-li-lv 实际负利率
shi-ji-gong-si 实际公司
shi-ji-hui-lv 实际汇率
shi-ji-jin-kou 实际进口
shi-ji-jin-long 世纪金龙
shi-ji-kong-zhi-ren 实际控制人
shi-ji-li-cha 实际利差
shi-ji-ren-gou 实际认购
shi-ji-ren-gou-zong-e 实际认购总额
shi-ji-shang-pin 实际商品
shi-ji-shou-ru 实际收入
shi-ji-tou-ru 实际投入
shi-ji-tou-zi 世基投资
shi-ji-tou-zi 实际投资
shi-ji-xian-jin-jia-zhi 实际现金价值
shi-ji-xu-yao 实际需要
shi-ji-ying-xiang 实际影响
shi-ji-zhai-wu 实际债务
shi-ji-zhi-chu 实际支出
shi-ji-zi-ben 实际资本
shi-jia-bu-gao 市价不高
shi-jia-fa 市价法
shi-jia-fa-xing 时价发行
shi-jian-feng-xian 时间风险
shi-jian-jia-zhi 时间价值
shi-jian-jiao-chang 时间较长
shi-jian-kua-du 时间跨度
shi-jian-xuan-ze 时间选择
shi-jiao-jin-e 实缴金额
shi-jie-cai-jing-bao-dao 世界财经报道
shi-jie-ding-ji 世界顶级
shi-jie-jing-ji 世界经济
shi-jie-jing-li-ren-ri-bao 世界经理人日报
shi-jie-mao-yi 世界贸易
shi-jie-yin-hang 世界银行
shi-jie-yin-hang-dai-kuan 世界银行贷款
shi-jing-lv 市净率
shi-ka 实卡
shi-ka-bao-zhang 失卡保障
shi-li-zen-yang 实力怎样
shi-liu-fen-zhi-yi 十六分之一
shi-mi-sen-xie-ding 史密森协定
shi-min-zhai-quan 市民债券
shi-nian-qi 十年期
shi-nin-mian-shou 使您免受
shi-pan 试盘
shi-pan 实盘
shi-shi-biao-zhun 实施标准
shi-shi-cai 时时彩
shi-shi-jin-xing 适时进行
shi-shi-le 时时乐
shi-shi-xi-ze 实施细则
shi-shi-yi-nian 实施一年
shi-shou-gu-ben 实收股本
shi-tan-xing-mai-ru 试探性买入
shi-ti-jing-ji 实体经济
shi-tou-zi-zhe 使投资者
shi-wan-fen-zhi-yi 十万分之一
shi-wu-zhai-quan 实物债券
shi-xian 实现
shi-xian-shuang-ying 实现双赢
shi-xiao-xing 时效性
shi-xing-biao-zhun 试行标准
shi-ye-bao-xian 失业保险
shi-ye-bao-xian-ji-jin 失业保险基金
shi-ye-bao-xian-zhi-du 失业保险制度
shi-ye-lv 失业率
shi-ye-yin-hang 实业银行
shi-yi-cai-qu 适宜采取
shi-yi-xiang 是一项
shi-ying-lv 市盈率
shi-yong-shui-lv 使用税率
shi-yong-xiao-lv 使用效率
shi-yong-xin-yong-ka 使用信用卡
shi-yong-yin-hang-ka 使用银行卡
shi-yong-yu 适用于
shi-you-dai-kuan 石油贷款
shi-you-jing-tou-jia 石油井头价
shi-you-ke-neng 是有可能
shi-you-mei-yuan 石油美元
shi-you-qi-huo 石油期货
shi-you-shu-chu-guo-zu-zhi-te-bie-ji-jin 石油输出国组织特别基金
shi-you-zhai-quan 石油债券
shi-yue-zhai-quan 十月债券
shi-zhan-cao-zuo 实战操作
shi-zheng-fen-xi 实证分析
shi-zhi-chao-guo 市值超过
shi-zhi-pei-shou 市值配售
shi-zhi-sun-shi 市值损失
shi-zhi-suo-shui 市值缩水
shi-zong-na-shui-ren 失踪纳税人
shi-zuo-cheng-jiao-jia 实做成交价
shou-cang-jia-zhi 收藏价值
shou-cang-pin 收藏品
shou-chuang-qi-huo 首创期货
shou-chuang-zheng-quan 首创证券
shou-ci-chao-guo 首次超过
shou-ci-fa-xing 首次发行
shou-ci-fu-xi 首次付息
shou-ci-gong-kai 首次公开
shou-ci-gong-kai-fa-xing 首次公开发行
shou-ci-gong-kai-fa-xing-gu-piao 首次公开发行股票
shou-ci-li-kong-de-chong-ji 受此利空的冲击
shou-ci-ying-xiang 受此影响
shou-dan-hang 收单行
shou-dao-huo-kuan 收到货款
shou-dao-shi-chang-qing-lai 受到市场青睐
shou-dao-ya-zhi 受到压制
shou-duan-gao-ming 手段高明
shou-fa-cun 收发存
shou-fa-cun-zong-zhang 收发存总账
shou-fa-shi-yi 首发事宜
shou-fei-jiao-kuan-shu 收费缴款书
shou-fei-shou-ju 收费收据
shou-fei-xiang-mu 收费项目
shou-fu-bi-li 首付比例
shou-fu-hui-zheng-ming 售付汇证明
shou-fu-kuan 首付款
shou-fu-shi-xian-zhi 收付实现制
shou-fu-shi-xian-zhi-kuai-ji 收付实现制会计
shou-gong-piao 手工票
shou-gong-shen-bao 手工申报
shou-gou-bao-jia 收购报价
shou-gou-cheng-ben 收购成本
shou-gou-dui-xiang 收购对象
shou-gou-fa-piao 收购发票
shou-gou-fang 收购方
shou-gou-gong-si 收购公司
shou-gou-gu-fen 收购股份
shou-gou-gu-quan 收购股权
shou-gou-jia-ge 收购价格
shou-gou-jia-zhi 收购价值
shou-gou-mu-biao 收购目标
shou-gou-qi-ye 收购企业
shou-gou-ren 收购人
shou-gou-ri 收购日
shou-gou-ti-cai 收购题材
shou-gou-yao-yue 收购要约
shou-gou-yi-xiang 收购意向
shou-gou-ying-yu 收购盈余
shou-gou-zhe 收购者
shou-guan-zhu 受关注
shou-hang-ye-ying-xiang 受行业影响
shou-hui 收汇
shou-hui-bao-zhang 收汇保障
shou-hui-cheng-ben 收回成本
shou-hui-tou-zi 收回投资
shou-ji-chao-gu 手机炒股
shou-ji-shou-fei 手机收费
shou-ji-zhi-fu 手机支付
shou-jia-tui-chu 首家推出
shou-jiao-fa-piao 收缴发票
shou-jie-hui 收结汇
shou-jin 收进
shou-jin-xin-hao 收紧信号
shou-jin-yin-gen 收紧银根
shou-kong-gong-si 受控公司
shou-kong-shang-pin-qi-huo 受控商品期货
shou-kong-wai-guo-gong-si 受控外国公司
shou-kuan 收款
shou-kuan-ren-di-zhi 收款人地址
shou-kuan-ren-xing-ming 收款人姓名
shou-kuan-ze-ren 收款责任
shou-li-hao-ci-ji 受利好刺激
shou-li-ren 受理人
shou-li-shen-he 受理审核
shou-lou-bu 售楼部
shou-lou-chu 售楼处
shou-lou-xiao-jie 售楼小姐
shou-pan 收盘
shou-pan-bao 收盘报
shou-pan-cha-yi 收盘差异
shou-pan-die 收盘跌
shou-pan-jia 收盘价
shou-pan-jia-ge 收盘价格
shou-pan-jia-ji-lu-dan 收盘价记录单
shou-pan-jiao-yi-zhi-ling 收盘交易指令
shou-pan-wei-die 收盘微跌
shou-pan-xia-die 收盘下跌
shou-pan-yu 收盘于
shou-pi-chan-pin 首批产品
shou-qu-yong-jin 收取佣金
shou-quan-gu-shu 授权股数
shou-quan-jing-ying 授权经营
shou-quan-ren 授权人
shou-quan-ren-gong-hao 授权人工号
shou-quan-shu 授权书
shou-quan-wei-tuo 授权委托
shou-ri-ding-jia 首日定价
shou-ru-fen-xiang 收入分享
shou-ru-fu-zheng 收入附征
shou-ru-gui-mo 收入规模
shou-ru-he-zui-gao-zi-chan-de-xian-zhi-xing-quan-li 收入和最高资产的限制性权利
shou-ru-jie-gou 收入结构
shou-ru-jin 收入近
shou-ru-rui-jian 收入锐减
shou-ru-xing-ji-jin 收入型基金
shou-ru-yu-ce 收入预测
shou-ru-yue 收入约
shou-ru-zhai-quan 收入债券
shou-shi-zui-you-jia-ge 收市最优价格
shou-si-zhai-quan 寿司债券
shou-sun-zhe 受损者
shou-tou-jin-zhang 手头紧张
shou-tuo-ren 受托人
shou-xi-cai-wu-guan 首席财务官
shou-xi-yan-jiu-yuan 首席研究员
shou-xi-ying-yun-guan 首席营运官
shou-xi-zhi-xing-guan 首席执行官
shou-xian-que-bao 首先确保
shou-xian-xu-yao 首先需要
shou-xie-fa-piao 手写发票
shou-xin-e-du 授信额度
shou-xin-ping-jia 授信评价
shou-xin-xiang-mu 授信项目
shou-xu-fei 手续费
shou-xu-fei-ling-shou 手续费另收
shou-xu-fei-shou-ru 手续费收入
shou-xu-jian-hua 手续简化
shou-ya-ren-tiao-kuan 受押人条款
shou-yao-mu-biao 首要目标
shou-yi-bao-gao 收益报告
shou-yi-bao-zheng 收益保证
shou-yi-bu-gao 收益不高
shou-yi-fen-pei 收益分配
shou-yi-hu-huan 收益互换
shou-yi-ji-cha 收益基差
shou-yi-jia-ge-bi 收益价格比
shou-yi-jiao-gao 收益较高
shou-yi-jiao-hao 收益较好
shou-yi-li-lv 收益利率
shou-yi-lv 收益率
shou-yi-lv-wen-ding 收益率稳定
shou-yi-lv-zhao-biao 收益率招标
shou-yi-ping-zheng 受益凭证
shou-yi-qu-xian 收益曲线
shou-yi-ren 受益人
shou-yi-suo-you-ren 受益所有人
shou-yi-wen-ding-xing 收益稳定性
shou-yi-xing-you-xian-he-huo 收益型有限合伙
shou-yi-zhai-quan 收益债券
shou-yi-zhi-liang 收益质量
shou-yi-zui-da 收益最大
shou-yu-cai-chan 授予财产
shou-yu-zhe 授予者
shou-zhi-ping-zheng 收支凭证
shu-hui-feng-xian 赎回风险
shu-hui-ji-jin 赎回基金
shu-hui-jia-ge 赎回价格
shu-hui-quan 赎回权
shu-hui-ri 赎回日
shu-hui-tiao-kuan 赎回条款
shu-jin-dian 输金点
shu-ju-bi-dui 数据比对
shu-ju-he-dui 数据核对
shu-ju-ku 数据库
shu-ju-xian-shi 数据显示
shu-liang-bu-cheng-bi-li 数量不成比例
shu-liang-you-xian 数量优先
shu-liang-zhe-kou 数量折扣
shu-mian-da-fu 书面答复
shu-mu-xian-zhi 数目限制
shu-ru-mi-ma 输入密码
shu-ru-zhang-hao 输入账号
shu-xian-tu 竖线图
shu-zi-san 数字三
shuai-xian-kai-shi 率先开始
shuai-xian-tui-chu 率先推出
shuang-bi 双币
shuang-bi-hua 双币化
shuang-bi-ka 双币卡
shuang-bian-hui-lv 双边汇率
shuang-bian-jie-suan 双边结算
shuang-bian-mao-yi 双边贸易
shuang-chong-dan-bao 双重担保
shuang-chong-ya-li 双重压力
shuang-di 双底
shuang-fang-pai-mai-shi-chang 双方拍卖市场
shuang-gui-yin-hang-zhi 双轨银行制
shuang-huan-ke-ji 双环科技
shuang-pei 双赔
shuang-se-qiu 双色球
shuang-shuang-zhang-ting 双双涨停
shuang-zhang-hu 双账户
shui-dian 税点
shui-fu-zhuan-yi 税负转移
shui-hao-su-cha 税号速查
shui-hou-li-run 税后利润
shui-hou-shou-ru 税后收入
shui-ji 税基
shui-kong-zhuang-zhi 税控装置
shui-kuan-bu-lu 税款补录
shui-kuan-ru-ku 税款入库
shui-mei-ren 睡美人
shui-piao-chong-da 税票重打
shui-piao-xiao-hao 税票销号
shui-ping-jia-cha-jiao-yi 水平价差交易
shui-qian-li-run 税前利润
shui-qian-lie-zhi 税前列支
shui-qian-mi-bu-kui-sun 税前弥补亏损
shui-qian-shou-yi 税前收益
shui-shou-bao-hu 税收保护
shui-shou-bao-quan 税收保全
shui-shou-deng-jia-wu 税收等价物
shui-shou-di-yan 税收递延
shui-shou-diao-cha 税收调查
shui-shou-ji-ben-fa-gui 税收基本法规
shui-shou-ji-hua 税收计划
shui-shou-jiao-kuan-shu 税收缴款书
shui-shou-kou-chu 税收扣除
shui-shou-kou-di 税收扣抵
shui-shou-kuai-ji 税收会计
shui-shou-kuai-ji-ping-zheng 税收会计凭证
shui-shou-lou-dong 税收漏洞
shui-shou-qiang-zhi-zhi-xing 税收强制执行
shui-shou-ren-ding 税收认定
shui-shou-suo-you-quan-zheng 税收所有权证
shui-shou-tiao-zheng 税收调整
shui-shou-tong-ji 税收统计
shui-shou-wan-shui-zheng 税收完税证
shui-shou-xi-tong 税收系统
shui-shou-yu-ce 税收预测
shui-shou-zheng-jian 税收证件
shui-shou-zheng-ming 税收证明
shui-shou-zhuan-jia 税收转嫁
shui-wu-chu-li 税务处理
shui-wu-gong-gao 税务公告
shui-wu-ju 税务局
shui-wu-ren-ding 税务认定
shui-wu-shen-qing 税务申请
shui-zheng-hao-ma 税证号码
shui-zhong-bu-lu 税种补录
shui-zhong-deng-ji 税种登记
shui-zhong-he-ding 税种核定
shun-cha-guo-da 顺差过大
shun-li-tui-chu 顺利推出
shun-li-wan-cheng 顺利完成
shun-liu-xiang-xia 顺流向下
shun-shi-wan-cheng 顺势完成
si-chuan-jing-ji-ri-bao 四川经济日报
si-chuan-jing-ji-xin-wen-wang 四川经济新闻网
si-chuan-zai-xian-cai-jing 四川在线财经
si-da-hang 四大行
si-da-kang 斯达康
si-duo-tou 死多头
si-fen-wei-shu 四分位数
si-gu 死股
si-hang 四行
si-hu-geng-ju-you 似乎更具有
si-ji-du 四季度
si-ji-du-mo 四季度末
si-kong-tou 死空头
si-mu-fa-xing 私募发行
si-mu-gu-quan 私募股权
si-mu-gu-quan-ji-jin 私募股权基金
si-mu-ji-jin 私募基金
si-mu-li-cai-wang 私募理财网
si-mu-rong-zi 私募融资
si-mu-wan-cheng 私募完成
si-mu-zhai 私募债
si-ren-li-cai 私人理财
si-ren-shou-cang 私人收藏
si-ren-tou-zi 私人投资
si-ren-ye-wu 私人业务
si-ren-yin-hang 私人银行
si-xia-jiao-yi 私下交易
si-xia-jiao-yi-jing-ji-shang 私下交易经纪商
si-xia-xie-yi 私下协议
si-ying-gong-si 私营公司
song-gu 送股
song-gu-neng-li 送股能力
song-pei 送配
su-dai-tong 速贷通
su-dong-bi-lv 速动比率
su-dong-zi-chan 速动资产
su-dong-zi-chan-jing-e 速动资产净额
su-dong-zi-jin 速动资金
su-du-geng-kuai 速度更快
su-du-kuai 速度快
su-ge-lan-huang-jia-yin-hang 苏格兰皇家银行
su-li-ji-jin 速利基金
su-li-shi-jin-rong-shi-chang 苏黎世金融市场
su-li-shi-yao-mo 苏黎世妖魔
su-lian-dui-wai-mao-yi-yin-hang 苏联对外贸易银行
su-lian-guo-jia-yin-hang 苏联国家银行
su-lian-jian-she-yin-hang 苏联建设银行
su-liao-chao 塑料钞
su-zhou-xin-tuo 苏州信托
suan-shu-tou-zi-fa 算术投资法
suan-xing-bi-lv 酸性比率
sui-hang-jiu-shi 随行就市
sui-ji-yun-dong 随机运动
sui-shi-dou-hui 随时都会
sui-shi-dui-xian 随时兑现
sui-shi-wei-nin 随时为您
sun-hao-kou-chu 损耗扣除
sun-shi-can-zhong 损失惨重
sun-shi-dai-jin 损失殆尽
sun-shi-jin-e 损失金额
sun-shi-lei-dai-kuan 损失类贷款
sun-shi-lv 损失率
sun-yi-biao 损益表
suo-cang 锁仓
suo-chi-gong-si-gu-fen 所持公司股份
suo-chi-gu-fen 所持股份
suo-chou-zi-jin 所筹资金
suo-de-kuan-xiang 所得款项
suo-de-shui-qian-kou-chu 所得税前扣除
suo-ding-zheng-quan 锁定证券
suo-huan-zhai-kuan 索还债款
suo-hui-kuan-xiang 所汇款项
suo-huo-qu 所获取
suo-liang-fan-tan 缩量反弹
suo-liang-hui-tiao 缩量回调
suo-luo-si 索罗斯
suo-pei-cheng-xu 索赔程序
suo-pei-quan-ping-zheng 索赔权凭证
suo-qu-zhang-hu 索取账户
suo-shu-zi-gong-si 所属子公司
suo-tui-jian 所推荐
suo-xu-zi-jin 所需资金
suo-yan-jiu 所研究
suo-yi-pa-er 锁一爬二
suo-you-ke-hu 所有客户
suo-you-quan 所有权
suo-you-quan-shu-yu 所有权属于
suo-you-quan-zheng 所有权证
suo-you-quan-zheng-shu 所有权证书
suo-you-xin-xi 所有信息
suo-you-yin-hang 所有银行
suo-you-zhai-wu 所有债务
suo-you-zhe 所有者
suo-you-zhe-quan-yi 所有者权益
suo-zai-ming 所载明
suo-zhan-bi-li 所占比例
suo-zhan-bi-zhong 所占比重
ta-fu-tuo-ha-te-lai-fa 塔夫脱哈特莱法
ta-kong 踏空
ta-kong-jiao-yi 踏空交易
ta-kong-wei-xian 踏空危险
ta-men-hui-zong-he 他们会综合
ta-ta-cai-tuan 塔塔财团
ta-ta-zi-xun 塔塔资讯
tai-da-he-yin 泰达荷银
tai-da-he-yin-cheng-zhang 泰达荷银成长
tai-da-he-yin-ji-jin-guan-li-you-xian-gong-si 泰达荷银基金管理有限公司
tai-da-he-yin-jing-xuan 泰达荷银精选
tai-da-he-yin-shou-xuan 泰达荷银首选
tai-da-he-yin-wen-ding 泰达荷银稳定
tai-da-he-yin-xiao-lv 泰达荷银效率
tai-da-he-yin-yu-suan 泰达荷银预算
tai-da-he-yin-zhou-qi 泰达荷银周期
tai-hua-guo-ji-yin-hang 泰华国际银行
tai-hua-nong-min-yin-hang 泰华农民银行
tai-jiao 抬轿
tai-jin-ka 钛金卡
tai-jing-yin-hang 泰京银行
tai-kang-ren-shou 泰康人寿
tai-ping-yang-an-quan-yin-hang 太平洋安全银行
tai-ping-yang-gu-piao-jiao-yi-suo 太平洋股票交易所
tai-ping-yang-ka 太平洋卡
tai-ping-yang-zheng-quan 太平洋证券
tai-wan-gu-shi 台湾股市
tai-xin-ji-jin 泰信基金
tai-xin-ji-jin-guan-li-you-xian-gong-si 泰信基金管理有限公司
tai-xin-tou-zi 泰鑫投资
tai-xin-xian-xing-ce-lue 泰信先行策略
tai-xin-you-zhi-sheng-huo 泰信优质生活
tai-xin-zhong-duan-zhai 泰信中短债
tai-yang-qi-huo 泰阳期货
tai-yang-zheng-quan 泰阳证券
tan-di 探底
tan-di-hui-sheng 探底回升
tan-xiao-sun-shi 摊销损失
tang-shuang-ning 唐双宁
tao-gu-piao 淘股票
tao-hui 逃汇
tao-hui 套汇
tao-jin-wang 淘金网
tao-lao 套牢
tao-lao-chou-ma 套牢筹码
tao-lao-tou-zi-zhe 套牢投资者
tao-li 套利
tao-li-cao-zuo 套利操作
tao-li-ce-lue 套利策略
tao-li-fen-xi 套利分析
tao-li-ji-hui 套利机会
tao-li-kong-jian 套利空间
tao-li-zhai-quan 套利债券
tao-li-zi-jin 套利资金
tao-lun-yi-ti 讨论议题
tao-qi-bao-zhi 套期保值
tao-qu 套取
tao-suan-hui-lv 套算汇率
tao-tou-jiao-yi 套头交易
tao-xian 套现
tao-xian-yuan-wang 套现愿望
te-bie-chu-jia 特别出价
te-bie-chu-li 特别处理
te-bie-chu-li-gu-piao 特别处理股票
te-bie-cuo-shi 特别措施
te-bie-fa-xing 特别发行
te-bie-guan-zhu 特别关注
te-bie-guo-zhai 特别国债
te-bie-jiao-yi 特别交易
te-bie-qiu-chang-quan 特别求偿权
te-bie-ti-kuan-quan 特别提款权
te-bie-yi-chan 特别遗产
te-bie-zhen-dui 特别针对
te-bie-zhuan-rang 特别转让
te-bie-zi-zhang-hu 特别子账户
te-bie-zong-he-zhang-hu 特别综合账户
te-ding-gu-dong 特定股东
te-ding-ji-fen 特定积分
te-ding-ji-gou 特定机构
te-ding-jia-ge 特定价格
te-ding-ke-hu 特定客户
te-ding-yong-tu-zi-chan 特定用途资产
te-kun-hu 特困户
te-ma-he-zou-shi-tu 特码和走势图
