;; -*- coding: utf-8 -*--
a-ba-zhou-lin-ye-zhong-xin-yi-yuan 阿坝州林业中心医院
quan-zhou-xian-dai-yi-yuan 泉州现代医院
quan-zhou-xin-shi-li-yan-ke-yi-yuan 泉州新视力眼科医院
quan-zhou-xin-yang-guang-nv-zi-yi-yuan 泉州新阳光女子医院
quan-zhou-yi-yuan 全州医院
quan-zhou-zhong-shan-yi-yuan 泉州中山医院
quan-zhou-zhong-yi-yuan 全州中医院
que-kou-yi-yuan 缺口医院
que-shan-xian-ren-min-yi-yuan 确山县人民医院
qun-li-wei-sheng-yuan 群力卫生院
qun-li-yi-yuan 群力医院
qun-li-zhong-yi-men-zhen-bu 群力中医门诊部
rao-he-xian-ren-min-yi-yuan 饶河县人民医院
rao-he-xian-zhong-yi-yuan 饶河县中医院
rao-ling-yi-yuan 绕岭医院
rao-ping-xian-hua-qiao-yi-yuan 饶平县华侨医院
rao-ping-xian-ren-min-yi-yuan 饶平县人民医院
rao-ping-xian-san-rao-wei-sheng-yuan 饶平县三饶卫生院
rao-yang-xian-ren-min-yi-yuan 饶阳县人民医院
rao-yang-zhong-yi-yuan 饶阳中医院
re-dian-yi-yuan 热电医院
re-shui-wei-sheng-yuan 热水卫生院
ren-ai-fu-ke 仁爱妇科
ren-ai-fu-ke-yi-yuan 仁爱妇科医院
ren-ai-kou-qiang 仁爱口腔
ren-ai-kou-qiang-men-zhen 仁爱口腔门诊
ren-ai-men-zhen 仁爱门诊
ren-ai-men-zhen-bu 仁爱门诊部
ren-ai-nv-zi-yi-yuan 仁爱女子医院
ren-ai-yi-yuan 仁爱医院
ren-ai-zhen-suo 仁爱诊所
ren-an-yi-yuan 仁安医院
ren-bo-jue-zong-he-yi-yuan 仁伯爵综合医院
ren-cheng-qu-yu-tun-zhen-wei-sheng-yuan 任城区喻屯镇卫生院
ren-cheng-qu-zhong-yi-yuan 任城区中医院
ren-ci-yi-yuan 仁慈医院
ren-de-fu-ke-yi-yuan 仁德妇科医院
ren-de-yi-liao-men-zhen-bu 仁德医疗门诊部
ren-de-yi-yuan 仁德医院
ren-de-zhen-suo 仁德诊所
ren-fang-yi-yuan 人防医院
ren-fu-yi-yuan 仁福医院
ren-he-er-bi-hou-yi-yuan 仁和耳鼻喉医院
ren-he-hua-qiao-yi-yuan 人和华侨医院
ren-he-kou-qiang 仁和口腔
ren-he-men-zhen 仁和门诊
ren-he-men-zhen-bu 仁和门诊部
ren-he-tang 仁和堂
ren-he-wei-sheng-yuan 人和卫生院
ren-he-yan-ke-yi-yuan 仁和眼科医院
ren-he-yi-yuan 人和医院
ren-he-yi-yuan 仁合医院
ren-he-yi-yuan 仁和医院
ren-he-zhen-suo 仁和诊所
ren-hua-fu-you-bao-jian-yuan 仁化妇幼保健院
ren-hua-ren-min-yi-yuan 仁化人民医院
ren-huai-shi-er-he-zhen-wei-sheng-yuan 仁怀市二合镇卫生院
ren-huai-shi-he-ma-zhen-wei-sheng-yuan 仁怀市合马镇卫生院
ren-huai-shi-wu-ma-zhen-wei-sheng-yuan 仁怀市五马镇卫生院
ren-huai-shi-yi-yuan 仁怀市医院
ren-huai-shi-zhong-yi-yuan 仁怀市中医院
ren-hui-yi-yuan 仁汇医院
ren-ji-fu-ke-yi-yuan 仁济妇科医院
ren-ji-kou-qiang-yi-yuan 仁济口腔医院
ren-ji-men-zhen 仁济门诊
ren-ji-men-zhen-bu 仁济门诊部
ren-ji-yi-yuan 仁济医院
ren-ji-zhen-suo 仁济诊所
ren-jia-hu-li-yuan 仁家护理院
ren-jie-yi-yuan 仁杰医院
ren-kang-men-zhen 仁康门诊
ren-kang-yi-yuan 仁康医院
ren-kang-zhen-suo 仁康诊所
ren-min 仁民
ren-min-lu-she-qu-wei-sheng-fu-wu-zhong-xin 人民路社区卫生服务中心
ren-min-ri-bao-she-men-zhen-bu 人民日报社门诊部
ren-min-ri-bao-she-yi-yuan 人民日报社医院
ren-min-yi-yuan 人民医院
ren-min-yi-yuan-bei-men 人民医院北门
ren-min-yi-yuan-bei-yuan 人民医院北院
ren-min-yi-yuan-cheng-xi-fen-yuan 人民医院城西分院
ren-min-yi-yuan-dong-men 人民医院东门
ren-min-yi-yuan-fen-yuan 人民医院分院
ren-min-yi-yuan-ji-jiu-zhong-xin 人民医院急救中心
ren-min-yi-yuan-kou-qiang-ke 人民医院口腔科
ren-min-yi-yuan-lao-yuan 人民医院老院
ren-min-yi-yuan-long-hua-fen-yuan 人民医院龙华分院
ren-min-yi-yuan-men-zhen-bu 人民医院门诊部
ren-min-yi-yuan-nan-yuan 人民医院南院
ren-qiu-chang-jiang-yi-yuan 任丘长江医院
ren-qiu-nv-zi-yi-yuan 任丘女子医院
ren-qiu-shi-cheng-dong-san-yi-yuan 任丘市城东三医院
ren-qiu-shi-di-er-ren-min-yi-yuan 任丘市第二人民医院
ren-qiu-shi-fu-you-bao-jian-yuan 任丘市妇幼保健院
ren-qiu-shi-ren-min-yi-yuan 任丘市人民医院
ren-qiu-shi-zhong-yi-yuan 任丘市中医院
ren-qiu-xie-he-yi-yuan 任丘协和医院
ren-shi-zhen-suo 任氏诊所
ren-shou-tong-ji-yi-yuan 仁寿同济医院
ren-shou-xian-chuan-ran-bing-yi-yuan 仁寿县传染病医院
ren-shou-xian-fu-jia-zhong-xin-wei-sheng-yuan 仁寿县富加中心卫生院
ren-shou-xian-fu-you-bao-jian-yuan 仁寿县妇幼保健院
ren-shou-xian-gu-ke-yi-yuan 仁寿县骨科医院
ren-shou-xian-ren-min-yi-yuan 仁寿县人民医院
ren-tai-men-zhen-bu 仁泰门诊部
ren-xian-yi-yuan 任县医院
ren-xin-yi-yuan 仁信医院
ren-yang-wei-sheng-yuan 任阳卫生院
ren-zhong-yi-yuan 仁中医院
ri-ka-ze-di-qu-ren-min-yi-yuan 日喀则地区人民医院
ri-xin-kou-qiang-zhen-suo 日新口腔诊所
ri-xin-men-zhen 日新门诊
ri-ye-men-zhen 日夜门诊
ri-zhao-hua-fang-zhong-yi-zhuan-ke-yi-yuan 日照华方中医专科医院
ri-zhao-shi-di-er-ren-min-yi-yuan 日照市第二人民医院
ri-zhao-shi-fu-you-bao-jian-yuan 日照市妇幼保健院
ri-zhao-shi-yi-yuan 日照市医院
ri-zhao-shi-zhong-yi-yuan 日照市中医院
ri-zhao-xian-dai-nan-ke-yi-yuan 日照现代男科医院
ri-zhao-ya-tai-yi-yuan 日照亚太医院
ri-zhao-you-yi-yi-yuan 日照友谊医院
rong-an-xian-fu-you-bao-jian-yuan 融安县妇幼保健院
rong-an-xian-ren-min-yi-yuan 融安县人民医院
rong-an-xian-yi-yuan 融安县医院
rong-an-xian-zhong-yi-yuan 融安县中医院
rong-chang-xian-ren-min-yi-yuan 荣昌县人民医院
rong-chang-xian-sheng-zhi-jian-kang-zhong-xin 荣昌县生殖健康中心
rong-chang-xian-yi-yuan 荣昌县医院
rong-chang-xian-zhong-yi-yuan 荣昌县中医院
rong-cheng-shi-di-er-ren-min-yi-yuan 荣成市第二人民医院
rong-cheng-shi-fu-you-bao-jian-yuan 荣成市妇幼保健院
rong-cheng-shi-jing-shen-bing-yi-yuan 荣成市精神病医院
rong-cheng-shi-ren-min-yi-yuan 荣成市人民医院
rong-cheng-xian-ren-min-yi-yuan 容城县人民医院
rong-cheng-xian-zhong-yi-yuan 容城县中医院
rong-cheng-yi-yuan 蓉城医院
rong-cheng-zhong-yi-yuan 荣成中医院
rong-de-tang 荣德堂
rong-fu-jun-ren-yi-yuan 荣复军人医院
rong-hua-yi-yuan 荣华医院
rong-hua-yi-yuan 榕华医院
rong-hua-yi-yuan 榕桦医院
rong-jiang-xian-ren-min-yi-yuan 榕江县人民医院
rong-jiang-xian-zhong-yi-yuan 榕江县中医院
rong-jun-kang-fu-yi-yuan 荣军康复医院
rong-jun-zong-yi-yuan 荣军总医院
rong-qi-yi-yuan 容奇医院
rong-qiang-yi-yuan 融强医院
rong-qing-kou-qiang-men-zhen 荣庆口腔门诊
rong-shui-xian-fu-you-bao-jian-yuan 融水县妇幼保健院
rong-shui-xian-ren-min-yi-yuan 融水县人民医院
rong-shui-xian-yi-yuan 融水县医院
rong-shui-xian-zhong-yi-yuan 融水县中医院
rong-xian-fu-dong-yi-yuan 荣县富东医院
rong-xian-fu-you-bao-jian-yuan 荣县妇幼保健院
rong-xian-fu-you-bao-jian-yuan 容县妇幼保健院
rong-xian-hong-qi-men-zhen-bu 荣县红旗门诊部
rong-xian-le-de-zhong-xin-wei-sheng-yuan 荣县乐德中心卫生院
rong-xian-ren-min-yi-yuan 荣县人民医院
rong-xian-ren-min-yi-yuan 容县人民医院
rong-xian-zhong-yi-yuan 容县中医院
rong-xiang-yi-yuan 荣巷医院
rou-lian-yi-yuan 肉联医院
ru-cheng-xian-ren-min-yi-yuan 汝城县人民医院
ru-cheng-xian-zhong-yi-yuan 汝城县中医院
ru-dong-xian-di-er-ren-min-yi-yuan 如东县第二人民医院
ru-dong-xian-di-san-ren-min-yi-yuan 如东县第三人民医院
ru-dong-xian-fu-you-bao-jian-suo 如东县妇幼保健所
ru-dong-xian-ren-min-yi-yuan 如东县人民医院
ru-dong-xian-zhong-yi-yuan 如东县中医院
ru-gao-shi-bai-xin-yi-yuan 如皋市百信医院
ru-gao-shi-di-si-ren-min-yi-yuan 如皋市第四人民医院
ru-gao-shi-fu-you-bao-jian-suo 如皋市妇幼保健所
ru-gao-shi-gao-ming-yi-yuan 如皋市高明医院
ru-gao-shi-nv-zi-yi-yuan 如皋市女子医院
ru-gao-shi-ren-min-yi-yuan 如皋市人民医院
ru-gao-shi-zhong-yi-yuan 如皋市中医院
ru-hu-yi-yuan 汝湖医院
ru-nan-xian-ren-min-yi-yuan 汝南县人民医院
ru-nan-xian-zhong-yi-yuan 汝南县中医院
ru-shan-shi-yin-tan-yi-yuan 乳山市银滩医院
ru-shan-shi-zhong-yi-yuan 乳山市中医院
ru-xian-bing-yi-yuan 乳腺病医院
ru-xian-ji-bing-zhuan-ke 乳腺疾病专科
ru-yang-xian-fu-you-bao-jian-yuan 汝阳县妇幼保健院
ru-yang-xian-ren-min-yi-yuan 汝阳县人民医院
ru-yang-xian-tao-ying-xiang-wei-sheng-yuan 汝阳县陶营乡卫生院
ru-yang-xian-yi-yuan 汝阳县医院
ru-yang-xian-zhong-yi-yuan 汝阳县中医院
ru-yi-ya-ke 如意牙科
ru-yuan-xian-yi-yuan 乳源县医院
ru-zhou-shi-di-er-ren-min-yi-yuan 汝州市第二人民医院
ru-zhou-shi-di-yi-ren-min-yi-yuan 汝州市第一人民医院
ruan-bu-chun-zhong-yi-zhen-suo 阮步春中医诊所
rui-an-hua-dong-kang-fu-yi-yuan 瑞安华东康复医院
rui-an-shi-an-ji-zong-he-men-zhen-bu 瑞安市安济综合门诊部
rui-an-shi-di-er-ren-min-yi-yuan 瑞安市第二人民医院
rui-an-shi-di-wu-ren-min-yi-yuan 瑞安市第五人民医院
rui-an-shi-fu-you-bao-jian-yuan 瑞安市妇幼保健院
rui-an-shi-ren-min-yi-yuan 瑞安市人民医院
rui-an-shi-zhong-yi-yuan 瑞安市中医院
rui-an-shu-guang-zong-he-men-zhen-bu 瑞安曙光综合门诊部
rui-an-ya-ke 瑞安牙科
rui-bang-chi-ke 瑞邦齿科
rui-chang-shi-ai-min-yi-yuan 瑞昌市爱民医院
rui-chang-shi-ren-min-yi-yuan 瑞昌市人民医院
rui-cheng-xian-ren-min-yi-yuan 芮城县人民医院
rui-ci-er-tong-yi-yuan 瑞慈儿童医院
rui-ci-yi-yuan 瑞慈医院
rui-da-kou-qiang 瑞达口腔
rui-da-yi-yuan 瑞达医院
rui-de-kou-qiang 瑞德口腔
rui-er-chi-ke 瑞尔齿科
rui-guang-kou-qiang-yi-yuan 瑞光口腔医院
rui-hai-yan-ke-yi-yuan 瑞海眼科医院
rui-hai-zhong-yi-yi-yuan 瑞海中医医院
rui-ji-yi-yuan 瑞济医院
rui-jin-shi-yi-yuan 瑞金市医院
rui-jin-shi-zhong-yi-yuan 瑞金市中医院
rui-jin-yi-yuan 瑞金医院
rui-jin-yi-yuan-ji-tuan-min-hang-yi-yuan 瑞金医院集团闵行医院
rui-jin-yi-yuan-lu-wan-fen-yuan 瑞金医院卢湾分院
rui-kang-yi-yuan 瑞康医院
rui-kang-zhen-suo 瑞康诊所
rui-mei-yi-liao-bao-jian-zhong-xin 瑞美医疗保健中心
rui-qi-de-guo-ji-yi-yuan 瑞奇德国际医院
rui-xiang-yi-yuan 瑞祥医院
rui-xin-zhong-yi-jie-shi-bing-yi-yuan 瑞鑫中医结石病医院
rui-xue-chi-ke 瑞雪齿科
rui-zhou-yi-yuan 瑞州医院
run-feng-men-zhen-bu 润丰门诊部
run-sheng-tang-wu-shi-zhong-yi-men-zhen 润生堂五世中医门诊
run-shi-yan-ke 润视眼科
ruo-heng-xiao-qiao-tou-yi-yuan 箬横小桥头医院
ruo-qiang-xian-ren-min-yi-yuan 若羌县人民医院
sai-da-yi-yuan 赛达医院
sai-han-qu-di-er-yi-yuan 赛罕区第二医院
sai-han-qu-yi-yuan 赛罕区医院
sai-te-yi-yuan 赛特医院
san-ba-wei-sheng-yuan 三坝卫生院
san-ba-xiang-wei-sheng-yuan 三坝乡卫生院
san-bei-zhen-wei-sheng-yuan 三北镇卫生院
san-bo-kou-qiang 三博口腔
san-cha-shen-jing-yi-yuan 三叉神经医院
san-chang-yi-yuan 三厂医院
san-chang-yi-yuan 三场医院
san-chu-yi-yuan 三处医院
san-dao-chi-ke 三岛齿科
san-dian-wei-sheng-yuan 三店卫生院
san-du-wei-sheng-yuan 三都卫生院
san-du-xian-peng-cheng-min-zu-yi-yuan 三都县鹏城民族医院
san-feng-yi-yuan 三丰医院
san-guan-dian-wei-sheng-yuan 三官殿卫生院
san-hao-kou-qiang 三好口腔
san-he-mei-kuang-yi-yuan 三河煤矿医院
san-he-shi-er-tong-yi-yuan 三河市儿童医院
san-he-shi-fu-you-bao-jian-yuan 三河市妇幼保健院
san-he-shi-yan-jiao-er-san-yi-yuan 三河市燕郊二三医院
san-he-shi-yi-yuan 三河市医院
san-he-shi-zhong-yi-yuan 三河市中医院
san-he-wei-sheng-yuan 三合卫生院
san-he-xiang-wei-sheng-yuan 三合乡卫生院
san-he-ya-ke 三和牙科
san-he-yi-yuan 三合医院
san-he-yi-yuan 三和医院
san-he-yi-yuan 三河医院
san-he-zhen-wei-sheng-yuan 三河镇卫生院
san-huai-lu-jie-she-qu-wei-sheng-fu-wu-zhong-xin 三槐路街社区卫生服务中心
san-huan-yi-yuan 三环医院
san-huan-zhong-liu-yi-yuan 三环肿瘤医院
san-hui-yi-yuan 三汇医院
san-jian-fang-she-qu-wei-sheng-fu-wu-zhong-xin 三间房社区卫生服务中心
san-jian-fang-yi-yuan 三间房医院
san-jian-men-zhen-bu 三建门诊部
san-jian-yi-yuan 三建医院
san-jiang-wei-sheng-yuan 三江卫生院
san-jiang-xian-ren-min-yi-yuan 三江县人民医院
san-jiang-xian-yi-yuan 三江县医院
san-jiang-yi-yuan 三江医院
san-jiao-yi-yuan 三角医院
san-jing-nv-zi-zhuan-ke-yi-yuan 三精女子专科医院
san-jing-yi-yuan 三井医院
san-ju-yi-yuan 三局医院
san-kang-yi-yuan 三康医院
san-li-tun-she-qu-wei-sheng-fu-wu-zhong-xin 三里屯社区卫生服务中心
san-li-tun-yi-yuan 三里屯医院
san-lin-zhen-wei-sheng-yuan 三林镇卫生院
san-lu-ju-yi-yuan 三路居医院
san-mao-yi-yuan 三毛医院
san-men-xia-fu-ke-yi-yuan 三门峡妇科医院
san-men-xia-shi-di-er-ren-min-yi-yuan 三门峡市第二人民医院
san-men-xia-shi-di-san-ren-min-yi-yuan 三门峡市第三人民医院
san-men-xia-shi-ren-min-yi-yuan 三门峡市人民医院
san-men-xia-shi-zhong-yi-yuan 三门峡市中医院
san-men-xia-yang-guang-nan-ke-yi-yuan 三门峡阳光男科医院
san-men-xian-fu-you-bao-jian-suo 三门县妇幼保健所
san-men-xian-hua-qiao-zhong-xin-wei-sheng-yuan 三门县花桥中心卫生院
san-men-xian-jian-tiao-yi-yuan 三门县健跳医院
san-men-xian-ren-min-yi-yuan 三门县人民医院
san-men-zhong-yi-yuan 三门中医院
san-ming-shi-di-er-yi-yuan 三明市第二医院
san-ming-shi-di-er-yi-yuan-dong-yuan 三明市第二医院东院
san-ping-yi-yuan 三坪医院
san-qiao-yi-yuan 三桥医院
san-qin-yi-yuan 三秦医院
san-shan-wei-sheng-yuan 三山卫生院
san-shui-le-ping-yi-yuan 三水乐平医院
san-shui-wan-yi-yuan 三水湾医院
san-sui-xian-ren-min-yi-yuan 三穗县人民医院
san-tai-bo-ai-yi-yuan 三台博爱医院
san-tai-wei-sheng-yuan 三台卫生院
san-tai-xian-di-er-ren-min-yi-yuan 三台县第二人民医院
san-tai-xian-fu-shun-zhong-xin-wei-sheng-yuan 三台县富顺中心卫生院
san-tai-xian-fu-you-bao-jian-yuan 三台县妇幼保健院
san-tai-xian-ren-min-yi-yuan 三台县人民医院
san-tai-xian-zhong-yi-yuan 三台县中医院
san-tan-yi-yuan 三潭医院
san-tang-wei-sheng-yuan 三塘卫生院
san-tiao-shi-yi-yuan 三条石医院
san-wei-yi-yuan 三维医院
san-xi-wei-sheng-yuan 三溪卫生院
san-xia-wai-ke-yi-yuan 三峡外科医院
san-xia-yi-yuan 三峡医院
san-xia-zhong-xin-yi-yuan 三峡中心医院
san-xia-zhong-xin-yi-yuan-bai-an-fen-yuan 三峡中心医院百安分院
san-xiang-wei-sheng-yuan 三乡卫生院
san-xiang-yi-yuan 三乡医院
san-xing-yi-yuan 三星医院
san-ya-an-ning-yi-yuan 三亚安宁医院
san-ya-shi-man-xing-bing-fang-zhi-yi-yuan 三亚市慢性病防治医院
san-ya-shi-zhong-yi-yuan 三亚市中医院
san-yang-yi-yuan 三阳医院
san-ye-yi-yuan 三冶医院
san-yi-tang 三医堂
san-yi-yuan 三医院
san-yuan-hua-xia-yi-yuan 三原华夏医院
san-yuan-men-zhen 三院门诊
san-yuan-qiao-men-zhen-bu 三元桥门诊部
san-yuan-xian-gu-ke-yi-yuan 三原县骨科医院
san-yuan-xian-yi-yuan 三原县医院
san-yuan-xian-zhong-yi-yi-yuan 三原县中医医院
san-zao-yi-yuan 三灶医院
san-zhen-she-qu-wei-sheng-fu-wu-zhong-xin 三真社区卫生服务中心
san-zhou-yi-yuan 三洲医院
san-zhu-yi-yuan 三株医院
sang-zhi-xian-fu-you-bao-jian-yuan 桑植县妇幼保健院
sang-zhi-xian-long-tan-ping-zhen-wei-sheng-yuan 桑植县龙潭坪镇卫生院
sang-zhi-xian-min-zu-zhong-yi-yuan 桑植县民族中医院
sang-zhi-xian-ren-min-yi-yuan 桑植县人民医院
sha-bei-yi-yuan 沙北医院
sha-bian-yi-yuan 厦边医院
sha-che-xian-ren-min-yi-yuan 莎车县人民医院
sha-che-xian-wei-wu-er-yi-yi-yuan 莎车县维吾尔医医院
sha-he-kou-qu-fu-you-bao-jian-yuan 沙河口区妇幼保健院
sha-he-kou-qu-yi-yuan 沙河口区医院
sha-he-ren-min-yi-yuan 沙河人民医院
sha-he-shi-ren-min-yi-yuan 沙河市人民医院
sha-he-shi-yi-yuan 沙河市医院
sha-he-shi-zhong-yi-yuan 沙河市中医院
sha-he-wei-sheng-yuan 沙河卫生院
sha-he-xiang-wei-sheng-yuan 沙河乡卫生院
sha-he-yi-yuan 沙河医院
sha-he-zhen-wei-sheng-yuan 沙河镇卫生院
sha-he-zhen-yi-yuan 沙河镇医院
sha-jing-ren-min-yi-yuan 沙井人民医院
sha-jing-yi-yuan 沙井医院
sha-jing-yu-fang-bao-jian-suo-men-zhen-bu 沙井预防保健所门诊部
sha-jing-zhen-ren-min-yi-yuan 沙井镇人民医院
sha-lang-yi-yuan 沙朗医院
sha-long-kou-qiang 沙龙口腔
sha-mian-guo-yi-guan 沙面国医馆
sha-ping-ba-qu-chen-jia-qiao-zhong-xin-yi-yuan 沙坪坝区陈家桥中心医院
sha-ping-ba-qu-fu-you-bao-jian-yuan 沙坪坝区妇幼保健院
sha-ping-ba-qu-yi-yuan 沙坪坝区医院
sha-ping-ba-qu-zhong-yi-yuan 沙坪坝区中医院
sha-ping-wei-sheng-yuan 沙坪卫生院
sha-ping-zhen-wei-sheng-yuan 沙坪镇卫生院
sha-shi-qu-ren-min-yi-yuan 沙市区人民医院
sha-shi-zhen-wei-sheng-yuan 沙市镇卫生院
sha-tian-yi-yuan 沙田医院
sha-tou-wei-sheng-yuan 沙头卫生院
sha-tou-yi-yuan 沙头医院
sha-tu-wei-sheng-yuan 沙土卫生院
sha-wan-ren-min-yi-yuan 沙湾人民医院
sha-wan-xian-ren-min-yi-yuan 沙湾县人民医院
sha-wan-yi-yuan 沙湾医院
sha-xi-yi-yuan 沙溪医院
sha-xian-cheng-qu-yi-yuan 沙县城区医院
sha-xian-yi-yuan 沙县医院
sha-xian-zhong-yi-yuan 沙县中医院
sha-ya-xian-ren-min-yi-yuan 沙雅县人民医院
sha-yang-ren-min-yi-yuan 沙洋人民医院
sha-yang-xian-di-er-ren-min-yi-yuan 沙洋县第二人民医院
sha-yang-xian-fu-you-bao-jian-yuan 沙洋县妇幼保健院
sha-yang-xian-gao-yang-zhen-wei-sheng-yuan 沙洋县高阳镇卫生院
sha-yang-xian-zhong-yi-yuan 沙洋县中医院
sha-zhou-yi-yuan 沙洲医院
shan-bei-yi-yuan 山北医院
shan-cheng-yi-yuan 山城医院
shan-cheng-zhen-yi-yuan 山城镇医院
shan-da-yi-xue-yuan-di-er-fu-shu-yi-yuan 汕大医学院第二附属医院
shan-da-yi-xue-yuan-di-yi-fu-shu-yi-yuan 汕大医学院第一附属医院
shan-dan-xian-ren-min-yi-yuan 山丹县人民医院
shan-dan-xian-zhong-yi-yuan 山丹县中医院
shan-ding-yi-yuan 山顶医院
shan-dong-da-xue-di-er-yi-yuan 山东大学第二医院
shan-dong-da-xue-kou-qiang-yi-yuan 山东大学口腔医院
shan-dong-da-xue-qi-lu-er-tong-yi-yuan 山东大学齐鲁儿童医院
shan-dong-da-xue-qi-lu-yi-yuan 山东大学齐鲁医院
shan-dong-da-xue-xiao-yi-yuan 山东大学校医院
shan-dong-di-kuang-yi-yuan 山东地矿医院
shan-dong-dian-li-zhong-xin-yi-yuan 山东电力中心医院
shan-dong-dong-fang-nan-ke-yi-yuan 山东东方男科医院
shan-dong-guo-ji-yi-yuan 山东国济医院
shan-dong-hong-shi-zi-hui-yi-yuan 山东红十字会医院
shan-dong-ji-nan-bei-fang-yi-yuan 山东济南北方医院
shan-dong-ji-nan-qing-hua-yi-yuan 山东济南清华医院
shan-dong-ji-ning-dian-li-yi-yuan 山东济宁电力医院
shan-dong-jian-zhu-da-xue-xiao-yi-yuan 山东建筑大学校医院
shan-dong-lao-nian-kang-fu-yi-liao-men-zhen-bu 山东老年康复医疗门诊部
shan-dong-lao-nian-yi-yuan 山东老年医院
shan-dong-lv-ye-gong-si-yi-yuan 山东铝业公司医院
shan-dong-mei-kuang-zong-yi-yuan 山东煤矿总医院
shan-dong-qiao-lian-yi-yuan 山东侨联医院
shan-dong-sen-mei-yan-ke-ji-guang-zhi-liao-zhong-xin 山东森美眼科激光治疗中心
shan-dong-sheng-can-ji-ren-kang-fu-zhong-xin 山东省残疾人康复中心
shan-dong-sheng-di-kuang-zhi-gong-yi-yuan 山东省地矿职工医院
shan-dong-sheng-er-tong-yi-yuan 山东省儿童医院
shan-dong-sheng-fu-chan-yi-yuan 山东省妇产医院
shan-dong-sheng-fu-you-bao-jian-suo 山东省妇幼保健所
shan-dong-sheng-hong-shi-zi-hui-yi-yuan 山东省红十字会医院
shan-dong-sheng-hong-shi-zi-yi-yuan 山东省红十字医院
shan-dong-sheng-ji-hua-sheng-yu-zhuan-ke-yi-yuan 山东省计划生育专科医院
shan-dong-sheng-jian-zhu-yi-yuan 山东省建筑医院
shan-dong-sheng-jiao-tong-yi-yuan 山东省交通医院
shan-dong-sheng-jie-he-bing-fang-zhi-zhong-xin 山东省结核病防治中心
shan-dong-sheng-jing-guan-zong-yi-yuan 山东省警官总医院
shan-dong-sheng-jing-shen-wei-sheng-zhong-xin 山东省精神卫生中心
shan-dong-sheng-kou-qiang-yi-yuan 山东省口腔医院
shan-dong-sheng-li-yi-yuan 山东省立医院
shan-dong-sheng-li-yi-yuan-xi-yuan 山东省立医院西院
shan-dong-sheng-pi-fu-bing-yi-yuan 山东省皮肤病医院
shan-dong-sheng-qian-fo-shan-yi-yuan 山东省千佛山医院
shan-dong-sheng-ren-min-zheng-fu-ji-guan-yi-yuan 山东省人民政府机关医院
shan-dong-sheng-shan-xian-zhong-xin-yi-yuan 山东省单县中心医院
shan-dong-sheng-sheng-jian-ba-san-yi-yuan 山东省生建八三医院
shan-dong-sheng-xiong-ke-yi-yuan 山东省胸科医院
shan-dong-sheng-yan-ke-yi-yuan 山东省眼科医院
shan-dong-sheng-yi-ke-yuan-ke-yuan-yi-yuan 山东省医科院科苑医院
shan-dong-sheng-yi-xue-ke-xue-yuan-fu-shu-yi-yuan 山东省医学科学院附属医院
shan-dong-sheng-zhi-ye-bing-yi-yuan 山东省职业病医院
shan-dong-sheng-zhong-liu-fang-zhi-yan-jiu-yuan 山东省肿瘤防治研究院
shan-dong-sheng-zhong-liu-yi-yuan 山东省肿瘤医院
shan-dong-sheng-zhong-liu-yi-yuan-dong-yuan-qu 山东省肿瘤医院东院区
shan-dong-sheng-zhu-cheng-shi-ren-min-yi-yuan 山东省诸城市人民医院
shan-dong-shi-fan-da-xue-xiao-yi-yuan 山东师范大学校医院
shan-dong-shi-hua-yi-yuan 山东石化医院
shan-dong-shou-zu-wai-ke-yi-yuan 山东手足外科医院
shan-dong-shui-li-yi-yuan 山东水利医院
shan-dong-tian-he-nao-tan-yi-yuan 山东天河脑瘫医院
shan-dong-yi-ke-da-xue-fu-shu-yi-yuan 山东医科大学附属医院
shan-dong-yi-zhuan-fu-shu-yi-yuan 山东医专附属医院
shan-dong-yi-zhuan-fu-shu-yi-yuan-ri-zhao-fen-yuan 山东医专附属医院日照分院
shan-dong-zhong-yao-da-xue-fu-shu-yi-yuan 山东中药大学附属医院
shan-dong-zhong-yi-yao-da-xue-fu-shu-yi-yuan 山东中医药大学附属医院
shan-dong-zhong-yi-yao-da-xue-zhong-lu-yi-yuan 山东中医药大学中鲁医院
shan-gang-yi-yuan 陕钢医院
shan-guan-wei-sheng-yuan 山观卫生院
shan-hai-dan-yi-yuan 山海丹医院
shan-hai-guan-ren-min-yi-yuan 山海关人民医院
shan-jiao-yi-yuan 山焦医院
shan-jiu-yi-yuan 陕九医院
shan-kou-yi-yuan 山口医院
shan-liang-yan-ke 单良眼科
shan-qi-yi-yuan 陕汽医院
shan-qiao-yi-yuan 山桥医院
shan-sha-yi-yuan 山厦医院
shan-shan-xian-ren-min-yi-yuan 鄯善县人民医院
