;; -*- coding: utf-8 -*--
a-bei-er-bian-huan 阿贝尔变换
qiang-bu-ke-da-xu-shu 强不可达序数
qiang-bu-ke-yue-lian 强不可约链
qiang-ceng 强层
qiang-da-shu-ding-lv 强大数定律
qiang-da-shu-lv 强大数律
qiang-dan-she 强单射
qiang-du 强度
qiang-dui-ce 强对策
qiang-dui-ou 强对偶
qiang-dui-ou-ding-li 强对偶定理
qiang-dui-ou-kong-jian 强对偶空间
qiang-duo-chong-ci-di-han-shu 强多重次低函数
qiang-fang-jin-kong-jian 强仿紧空间
qiang-fen-qi-kuo-zhang 强分歧扩张
qiang-fen-zhi 强分支
qiang-han-shu 强函数
qiang-heng-jie-tiao-jian 强横截条件
qiang-hun-he-bian-huan 强混合变换
qiang-hun-he-tiao-jian 强混合条件
qiang-ji-shu 强级数
qiang-jia-she 强假设
qiang-jian-duan 强间断
qiang-jie 强解
qiang-ju-bu-ji-zhi 强局部极值
qiang-ke-he-xing 强可和性
qiang-lian-tong 强连通
qiang-lian-tong-jin-tong 强连通紧统
qiang-lian-tong-tu 强连通图
qiang-lian-xu-ying-she 强连续映射
qiang-ma-er-ke-fu-guo-cheng 强马尔可夫过程
qiang-ma-er-ke-fu-xing 强马尔可夫性
qiang-man-she 强满射
qiang-ni-tu-han-shu 强拟凸函数
qiang-ou-he-xi-tong 强耦合系统
qiang-ping-wen-guo-cheng 强平稳过程
qiang-po-zhen-dong 强迫振动
qiang-shou-heng-xing 强守恒型
qiang-shou-lian 强收敛
qiang-shou-lian-suan-zi 强收敛算子
qiang-suan-zi-tuo-pu 强算子拓扑
qiang-tuo-pu 强拓扑
qiang-tuo-yuan 强椭圆
qiang-tuo-yuan-suan-zi 强椭圆算子
qiang-tuo-yuan-xing 强椭圆型
qiang-tuo-yuan-xing 强椭圆性
qiang-tuo-yuan-xing-fang-cheng-zu 强椭圆型方程组
qiang-wei-tu-yu 强伪凸域
qiang-wei-yi-xing-ding-li 强唯一性定理
qiang-wen-ding-xing 强稳定性
qiang-xiang-dui-ji-zhi 强相对极值
qiang-xiang-he-gu-ji 强相合估计
qiang-xing-bian-shou-suo-he 强形变收缩核
qiang-zhi-bian-jie-tiao-jian 强制边界条件
qiang-zhi-suan-zi 强制算子
qiang-zui-da-zhi-yuan-li 强最大值原理
qiao-ceng 壳层
qiao-zhi-xian 瞧直线
qie-bi-xue-fu 切比雪夫
qie-bi-xue-fu-ban-jing 切比雪夫半径
qie-bi-xue-fu-bu-deng-shi 切比雪夫不等式
qie-bi-xue-fu-duo-xiang-shi 切比雪夫多项式
qie-bi-xue-fu-han-shu 切比雪夫函数
qie-bi-xue-fu-ji-shu-zhan-kai 切比雪夫级数展开
qie-bi-xue-fu-jia-su 切比雪夫加速
qie-bi-xue-fu-jia-su-fa 切比雪夫加速法
qie-bi-xue-fu-qiu-ji 切比雪夫求积
qie-bi-xue-fu-wei-fen-fang-cheng 切比雪夫微分方程
qie-bi-xue-fu-xi-shu 切比雪夫系数
qie-bi-xue-fu-zhong-xin 切比雪夫中心
qie-bi-xue-fu-zu 切比雪夫组
qie-bian-huan 切变换
qie-ceng 切层
qie-chao-ping-mian 切超平面
qie-chu 切除
qie-chu-bian-huan 切触变换
qie-chu-dian 切触点
qie-chu-gong-li 切除公理
qie-chu-jie-gou 切触结构
qie-chu-tong-gou 切除同构
qie-cong 切丛
qie-dian 切点
qie-duan 切断
qie-duan-shu 切断数
qie-ge 切割
qie-ge-dian 切割点
qie-ge-ji 切割迹
qie-he-jin-hua 切赫紧化
qie-he-shang-tong-diao 切赫上同调
qie-he-tong-diao 切赫同调
qie-jiao-qu-xian 切角曲线
qie-kong-jian 切空间
qie-mian 切面
qie-mian-fa 切面法
qie-ping-mian 切平面
qie-qu-mian 切曲面
qie-xian 切弦
qie-xian 切线
qie-xian-bi-jin 切线逼近
qie-xian-fa 切线法
qie-xian-fang-cheng 切线方程
qie-xian-fen-liang 切线分量
qie-xian-jiao 切线角
qie-xian-ping-mian 切线平面
qie-xian-qiu-mian-zhi-biao 切线球面指标
qie-xian-qu-mian 切线曲面
qie-xian-zhui-mian 切线锥面
qie-xiang-liang 切向量
qie-xiang-liang-chang 切向量场
qie-xiang-liang-kong-jian 切向量空间
qie-xiang-ying-li 切向应力
qie-ying-bian 切应变
qie-ying-li 切应力
qie-yuan 切圆
qie-zhui 切锥
qin-he-shu 亲和数
qing-bao 情报
qing-kuang 情况
qing-xiang 倾向
qing-xie 倾斜
qing-xie-xian 倾斜线
qing-zhe-xing 磬折形
qiong-jie-dui-ce 穷竭对策
qiong-jie-fa 穷竭法
qiong-si-ju-zhen 琼斯矩阵
qiu-ba 球把
qiu-bei-sai-er-han-shu 球贝塞耳函数
qiu-chang 求长
qiu-dai 球带
qiu-dao-fa-ze 求导法则
qiu-dui-chen-fen-bu 球对称分布
qiu-gen-gong-shi 求根公式
qiu-guan 球冠
qiu-han-shu 球函数
qiu-he-ji-xian 求和极限
qiu-he-qi-jia-fa-qi 求和器加法器
qiu-ji-da 求极大
qiu-ji-fa 求积法
qiu-ji-gong-shi 求积公式
qiu-ji-he-xue 球几何学
qiu-ji-ping-mian-she-ying 球极平面射影
qiu-ji-ping-mian-tou-ying 球极平面投影
qiu-ji-yi 求积仪
qiu-ji-zuo-biao 球极坐标
qiu-jie-xing 球截形
qiu-ke 球壳
qiu-mian 球面
qiu-mian-bei-sai-er-han-shu 球面贝塞尔函数
qiu-mian-biao-shi 球面表示
qiu-mian-bo-fang-cheng 球面波方程
qiu-mian-cong 球面丛
qiu-mian-dao-shu 球面导数
qiu-mian-di-han-shu 球面低函数
qiu-mian-ding-li 球面定理
qiu-mian-du 球面度
qiu-mian-duo-bian-xing 球面多边形
qiu-mian-ji-he-xue 球面几何学
qiu-mian-jian-jin-xian 球面渐近线
qiu-mian-jiao 球面角
qiu-mian-jiao-ying 球面角盈
qiu-mian-ju-li 球面距离
qiu-mian-kong-jian 球面空间
qiu-mian-leng-zhui 球面棱锥
qiu-mian-luo-xuan-xian 球面螺旋线
qiu-mian-ping-xing-si-bian-xing 球面平行四边形
qiu-mian-qu-lv 球面曲率
qiu-mian-qu-xian 球面曲线
qiu-mian-san-jiao-xue 球面三角学
qiu-mian-san-jiao-yu-xian-gong-shi 球面三角余弦公式
qiu-mian-san-jiao-zheng-xian-ding-lv 球面三角正弦定律
qiu-mian-si-ci-qu-xian 球面四次曲线
qiu-mian-tian-wen-xue 球面天文学
qiu-mian-tong-dian 球面同掂
qiu-mian-wai-bai-xian 球面外摆线
qiu-mian-xian-wei 球面纤维
qiu-mian-xiang 球面象
qiu-mian-xun-huan-qu-xian 球面循环曲线
qiu-mian-yu 球面域
qiu-mian-zhi-biao 球面指标
qiu-mian-zuo-biao 球面坐标
qiu-qi-lun-ti 丘奇论题
qiu-shang-tong-dian 球上同掂
qiu-ti 球体
qiu-ti-bo-han-shu 球体波函数
qiu-ti-ji 求体积
qiu-ti-ji-gong-shi 求体积公式
qiu-ti-zuo-biao 球体坐标
qiu-xin-jiao-ti 球心角体
qiu-xing-lin-yu 球形邻域
qiu-zhong-zhi 球中值
qu-duo-mian-ti 曲多面体
qu-jian 区间
qu-jian-dai-shu 区间代数
qu-jian-fen-ban-sou-suo 区间分半搜索
qu-jian-fen-xi 区间分析
qu-jian-gu-ji 区间估计
qu-jian-han-shu 区间函数
qu-jian-tao 区间套
qu-jian-tu 区间图
qu-jian-tuo-pu 区间拓扑
qu-jian-yun-suan 区间运算
qu-lv 曲率
qu-lv-ao-xiang-yu-guai-dian 曲率凹向与拐点
qu-lv-ban-jing 曲率半径
qu-lv-xian 曲率弦
qu-lv-xian 曲率线
qu-lv-xiang-liang 曲率向量
qu-lv-xing-shi 曲率形式
qu-lv-yuan 曲率圆
qu-lv-zhang-liang 曲率张量
qu-lv-zhong-xin 曲率中心
qu-lv-zhou 曲率轴
qu-mian 曲面
qu-mian-kuai 曲面块
qu-mian-mian-ji 曲面面积
qu-mian-ni-he 曲面拟合
qu-mian-qian-ru 曲面嵌入
qu-mian-yu-kong-jian-qu-xian 曲面与空间曲线
qu-mian-zu 曲面族
qu-nei-te-gong-shi 屈内特公式
qu-ping-jun-shu 取平均数
qu-san-jiao-pou-fen 曲三角剖分
qu-shi 趋势
qu-xian 曲线
qu-xian-bian-jie 曲线边界
qu-xian-fang-cheng 曲线方程
qu-xian-gu-ji 曲线估计
qu-xian-hui-gui 曲线回归
qu-xian-jiao 曲线角
qu-xian-lun 曲线论
qu-xian-ni-he 曲线拟合
qu-xian-san-jiao-xing 曲线三角形
qu-xian-shu 曲线束
qu-xian-sou-suo-fa 曲线搜索法
qu-xian-tu-xing 曲线图形
qu-xian-wang 曲线网
qu-xian-wang-ge 曲线网格
qu-xian-xiu-yun 曲线修匀
qu-xian-yun-dong 曲线运动
qu-xian-zu 曲线族
qu-xian-zuo-biao 曲线坐标
qu-xian-zuo-biao-xi 曲线坐标系
qu-xin-lin-yu 去心邻域
qu-yang 取样
qu-yu 区域
qu-yu-fen-jie 区域分解
qu-yu-gu-ji 区域估计
qu-zhi-shu-zu 曲指数族
qu-zu-she-ji 区组设计
quan-bian-cha 全变差
quan-bian-cha-wen-ding-ge-shi 全变差稳定格式
quan-bian-cha-xia-jiang 全变差下降
quan-bian-cha-you-jie 全变差有界
quan-bu-bian-lie 全不变列
quan-bu-bian-tong-yu 全不变同余
quan-bu-bian-zi-qun 全不变子群
quan-bu-lian-tong-jin-qun 全不连通紧群
quan-bu-lian-tong-tu 全不连通图
quan-bu-wen-ding-xing 全不稳定性
quan-bu-yuan-han-shu 全部原函数
quan-ce-di-zi-liu-xing 全测地子流形
quan-cheng-bi-bao 全称闭包
quan-cheng-fou-ding-ming-ti 全称否定命题
quan-cheng-ken-ding-ming-ti 全称肯定命题
quan-cheng-liang-ci 全称量词
quan-chun 全纯
quan-chun-bao 全纯包
quan-chun-bu-fen 全纯部分
quan-chun-chu-zi 全纯除子
quan-chun-han-shu 全纯函数
quan-chun-qu-lv 全纯曲率
quan-chun-shuang-jie-qu-lv 全纯双截曲率
quan-chun-tu-yu 全纯凸域
quan-chun-wan-quan-xing 全纯完全性
quan-chun-wei-fen 全纯微分
quan-chun-wei-fen-xing-shi 全纯微分形式
quan-chun-ying-she 全纯映射
quan-chun-yu 全纯域
quan-ci-shu 全次数
quan-deng-bian-huan 全等变换
quan-deng-bian-huan-qun 全等变换群
quan-deng-gong-li 全等公理
quan-deng-san-jiao-xing 全等三角形
quan-deng-tu-xing 全等图形
quan-fang-zhen-huan 全方阵环
quan-fei-fu-ju-zhen 全非负矩阵
quan-fen-qi-kuo-zhang 全分歧扩张
quan-gai-lv-gong-shi 全概率公式
quan-guan-xi 全关系
quan-han-shu 权函数
quan-heng 权衡
quan-ji 全集
quan-ji-yi-dui-ce 全记忆对策
quan-jian-cha 全检查
quan-jie-guan-ce-qi 全阶观测器
quan-ju 全距
quan-ju-ji-da-zhi 全局极大值
quan-ju-ji-xiao-zhi 全局极小值
quan-ju-jian-jin-wen-ding 全局渐近稳定
quan-ju-li-pu-xi-ci-chang-shu 全局利普希茨常数
quan-ju-wen-ding-xing 全局稳定性
quan-ju-wu-cha 全局误差
quan-ju-zhen 圈矩阵
quan-ju-zhen-huan 全矩阵环
quan-ju-zui-you-hua 全局最优化
quan-ju-zui-you-zhi 全局最优值
quan-ke-qian-qun 全可迁群
quan-kong-jian 全空间
quan-kong-jian 圈空间
quan-kuo-hu 圈括弧
quan-lei 全类
quan-lian-xu-suan-zi 全连续算子
quan-lian-xu-ying-she 全连续映射
quan-mi-xiang-kong-jian 全迷向空间
quan-ni-xiang 全逆象
quan-pai-lie 全排列
quan-pi-pei 全匹配
quan-qi-yi-zi-kong-jian 全奇异子空间
quan-qu-lv 全曲率
quan-se-shu 全色数
quan-se-shu-cai-xiang 全色数猜想
quan-shang-huan-ceng 全商环层
quan-shi-yu 全实域
quan-shou-lian 全收敛
quan-shu 圈数
quan-si-di-fei-er-hui-te-ni-lei 全斯蒂费尔惠特尼类
quan-tu 全图
quan-wei-ci 全谓词
quan-wei-fen 全微分
quan-wei-fen-fang-cheng 全微分方程
quan-wen-ding-xing 全稳定性
quan-wu-cha 全误差
quan-xi-shu 权系数
quan-xian-xing-qun 全线性群
quan-xiang 全象
quan-xiang-guan 全相关
quan-xiang-guan-xi-shu 全相关系数
quan-xiang-liang 圈向量
quan-xiang-liang 权向量
quan-xin-xi-dui-ce 全信息对策
quan-xing 全形
quan-xing-tu-liao 全形凸廖
quan-xu 全序
quan-xu-ji 全序集
quan-xu-yu 全序域
quan-you-gong-cheng-lv 全优工程率
quan-you-xu-qun 全有序群
quan-yu 全域
quan-zhen-huan 全阵环
quan-zheng-gui-kong-jian 全正规空间
quan-zheng-ju-zhen 全正矩阵
quan-zheng-shu-ge-ping-mian-fa 全整数割平面法
quan-zheng-shu-gui-hua 全整数规划
quan-zheng-yuan 全正元
quan-zhong-fen-bu 权重分布
quan-zhu-yuan 全主元
quan-zhu-yuan-xiao-yuan 全主元消元
quan-zhuo-se 全着色
quan-zi-ji 全子集
quan-zi-kong-jian 权子空间
que-ding-dian 确定点
que-ding-guo-cheng 确定过程
que-ding-ji 确定集
que-ding-xing 确定性
que-ding-xing-ce-lue 确定性策略
que-ding-xing-shu-zi-xi-tong 确定性数字系统
que-ding-xing-tu-ling-ji 确定性图灵机
que-ding-xing-xi-tong 确定性系统
que-ding-xing-zi-dong-ji 确定性自动机
que-ding-xing-zui-you-hua 确定性最优化
que-ding-zu 确定组
que-shao-zhi 缺少值
que-shi-zhi 缺失值
que-xiang-ji-shu 缺项级数
que-xiang-kong-jian 缺项空间
que-xiang-san-jiao-ji-shu 缺项三角级数
que-xiang-xing 缺项性
qun-bi-jiao 群比较
qun-cha-ji 群差集
qun-cu 群簇
qun-dai-shu 群代数
qun-dui-xiang 群对象
qun-fan-chou 群范畴
qun-fen-lie-kuo-zhang 群分裂扩张
qun-gai-xing 群概型
qun-gai-xing 群概形
qun-gong-li 群公理
qun-hang-lie-shi 群行列式
qun-jian-fang-cha 群间方差
qun-jue-ce 群决策
qun-kong-jian 群空间
qun-kuo-zhang 群扩张
qun-kuo-zhang-deng-jia-lei 群扩张等价类
qun-lun 群论
qun-ma 群码
qun-nei-fen-san 群内分散
qun-pin-lv 群频率
qun-ping-jun 群平均
qun-su-du 群速度
qun-tong-gou 群同构
qun-tong-tai 群同态
qun-xun-huan-kuo-zhang 群循环扩张
qun-yin-zi 群因子
qun-yin-zi-mo-xing 群因子模型
qun-yuan-su 群元素
qun-yun-suan 群运算
qun-zhong-xin-kuo-zhang 群中心扩张
qun-zuo-yong 群作用
qun-zuo-yong-deng-jia 群作用等价
rao-dong 扰动
rao-dong-fa 扰动法
rao-dong-fang-cheng 扰动方程
rao-dong-han-shu 扰动函数
rao-dong-li-lun 扰动理论
rao-she-pan 绕射盘
rao-shu 绕数
re-chuan-dao 热传导
re-chuan-dao-fang-cheng 热传导方程
re-fu-lei-er-lei-han-shu 热夫雷二类函数
re-li-xue 热力学
re-li-xue-di-ling-ding-lv 热力学第零定律
re-li-xue-di-san-ding-lv 热力学第三定律
re-yu-chou-yang-fang-fa 热浴抽样方法
ren-chang-he-dui-ce 人常和对策
ren-dui-ce 人对策
ren-gong-bian-liang 人工变量
ren-gong-bian-liang-fa 人工变量法
ren-gong-ji 人工基
ren-ling-he-dui-ce 人零和对策
ren-wei-bu 人为步
ren-yi-can-shu 任意参数
ren-yi-chang-shu 任意常数
ren-yi-chou-yang 任意抽样
ren-yi-xiang-ji-shu 任意项级数
ren-yi-xiao 任意小
ren-yi-xiao-shu 任意小数
ren-yi-yuan-su 任意元素
rong-chi-yuan-li 容斥原理
rong-he-ji 融合积
rong-he-zi-fan-chou 融和子范畴
rong-liang 容量
rong-liang-fen-bu 容量分布
rong-liang-qu-yu 容量区域
rong-xu 容许
rong-xu-ce-lue 容许策略
rong-xu-fan-chou 容许范畴
rong-xu-fen-bu 容许分布
rong-xu-gu-ji 容许估计
rong-xu-han-shu 容许函数
rong-xu-ji 容许集
rong-xu-jia-she 容许假设
rong-xu-jian-ding 容许检定
rong-xu-jian-yan 容许检验
rong-xu-jie 容许解
rong-xu-jie-gou 容许结构
rong-xu-jie-xian 容许界限
rong-xu-jue-ce-han-shu 容许决策函数
rong-xu-kao 容许靠
rong-xu-kong-jian 容许空间
rong-xu-kong-zhi 容许控制
rong-xu-pan-jue-han-shu 容许判决函数
rong-xu-qu-yu 容许区域
rong-xu-ti-sheng 容许提升
rong-xu-tong-tai 容许同态
rong-xu-tu 容许图
rong-xu-tuo-pu-qun 容许拓扑群
rong-xu-wu-cha 容许误差
rong-xu-xian 容许限
rong-xu-xu-lie 容许序列
rong-xu-xu-shu 容许序数
rong-xu-yin-zi 容许因子
rong-xu-ying-she 容许映射
rong-xu-zhi 容许值
rong-xu-zi-qun 容许子群
rong-yu-gong-li 冗余公理
rong-yu-wei 冗余位
rong-yu-xing-yuan-ze 冗余性原则
ru-ci-shu 入次数
ru-du 入度
ru-ke-fu-si-ji-han-shu 儒可夫斯基函数
ru-ke-fu-si-ji-tiao-jian 茹科夫斯基条件
ru-li-ya-dian 茹利亚点
ru-li-ya-fang-xiang 茹利亚方向
ru-li-ya-ji 茹利亚集
ru-she-jiao 入射角
ru-she-mian 入射面
ru-shu 入树
ru-xiang-liang 入向量
ruan-ceng 软层
ruan-jue-ce 软决策
ruan-pan-jue 软判决
rui-du 锐度
rui-jiao 锐角
rui-jiao-san-jiao-xing 锐角三角形
rui-li-shang 瑞利商
rui-te 瑞特
ruo-bi-bao 弱闭包
ruo-bi-jin-ding-li 弱逼近定理
ruo-bi-kong-jian 弱闭空间
ruo-bu-deng-shi 弱不等式
ruo-bu-ke-da-ji-shu 弱不可达基数
ruo-bu-ke-da-xu-shu 弱不可达序数
ruo-chou-ji 弱稠集
ruo-da-shu-ding-lv 弱大数定律
ruo-dai-fu-liao 弱殆复廖
ruo-dan-wei 弱单位
ruo-dui-ou-ding-li 弱对偶定理
ruo-dui-ou-ji 弱对偶积
ruo-er-dang-ce-du 若尔当测度
ruo-er-dang-dai-shu 若尔当代数
ruo-er-dang-dian-fan-xing 若尔当典范形
ruo-er-dang-fen-jie 若尔当分解
ruo-er-dang-hu 若尔当弧
ruo-er-dang-ke-ce 若尔当可测
ruo-er-dang-mo 若尔当模
ruo-er-dang-qu-xian 若尔当曲线
ruo-er-dang-tong-tai 若尔当同态
ruo-er-dang-xiao-yuan-fa 若尔当消元法
ruo-fen-pei-bu-er-dai-shu 弱分配布尔代数
ruo-fen-pei-xing 弱分配性
ruo-fen-qi-kuo-zhang 弱分歧扩张
ruo-gong-shi-hua 弱公式化
ruo-han-shu 弱函数
ruo-ji 弱基
ruo-ji-xian 弱极限
ruo-ji-xiao 弱极小
ruo-ji-zhi 弱极值
ruo-jian-duan 弱间断
ruo-jiang-lian-tiao-jian 弱降链条件
ruo-jie 弱解
ruo-jin 弱紧
ruo-jin-ji-he 弱紧集合
ruo-ju-bu-ji-zhi 弱局部极值
ruo-ju-bu-zheng-ze-xing 弱局部正则性
ruo-ke-wei-han-shu 弱可微函数
ruo-kuo-zhang 弱扩张
ruo-lian-tong 弱连通
ruo-lian-xu-xing 弱连续性
ruo-lin-yu 弱邻域
ruo-man-she 弱满射
ruo-mo-ge 弱模格
ruo-ou-he-xi-tong 弱耦合系统
ruo-pai-huai-ji 弱徘徊集
ruo-ping-wen-guo-cheng 弱平稳过程
ruo-qi-yi-ji-fen-fang-cheng 弱奇异积分方程
ruo-qiang-lian-xu-xing 弱强连续性
ruo-quan-ju-wei-shu 弱全局维数
ruo-shou-heng-xing 弱守恒型
ruo-shou-lian 弱收敛
ruo-shou-lian-xu-lie 弱收敛序列
ruo-shou-suo-he 弱收缩核
ruo-tong-gou 弱同构
ruo-tong-lun-deng-jia-ying-she 弱同论等价映射
ruo-tuo-pu 弱拓扑
ruo-wan-bei-kong-jian 弱完备空间
ruo-wan-bei-xing 弱完备性
ruo-wen-ding-jie 弱稳定解
ruo-wen-ding-xing 弱稳定性
ruo-xia-ban-lian-xu 弱下半连续
ruo-xiang-ban-su-li-xiang 弱相伴素理想
ruo-xiang-guan 弱相关
ruo-xing-gu-ji 弱型估计
ruo-you-dang-ji 弱游荡集
ruo-you-jie-ji-he 弱有界集合
ruo-you-xiao-dian 弱有效点
ruo-you-xiao-jie 弱有效解
ruo-you-xu-yu 弱有序域
ruo-zheng-gui-zi-qun 弱正规子群
ruo-zheng-he-fan-chou 弱正合范畴
ruo-zheng-jiao-zi-kong-jian 弱正交子空间
ruo-zhi-he 弱直和
ruo-zhi-ji 弱直积
ruo-zhun-su-huan 弱准素环
ruo-zhun-su-li-xiang 弱准素理想
ruo-zui-da-tiao-jian 弱最大条件
ruo-zui-da-zhi-yuan-li 弱最大值原理
sa-lv-fa 萨律法
sai-de-er-die-dai 赛德尔迭代
sai-er-bei-ge-ji-gong-shi 塞尔贝格迹公式
sai-er-dui-ou 塞尔对偶
sai-er-mo-qun 塞尔默群
sai-fu-te-liu-xing 塞弗特流形
sai-ge-lei-lei 塞格雷类
sai-ge-lei-qian-ru 塞格雷嵌入
san-bu 散布
san-bu-han-shu 散布函数
san-bu-tu 散布图
san-cheng 三乘
san-chong-dian 三重点
san-chong-gen 三重根
san-chong-ji-fen 三重积分
san-chong-ji-shu 三重级数
san-chong-qie-xian 三重切线
san-chong-qu-xian 三重曲线
san-chong-zheng-jiao-xi 三重正交系
san-chui-xian-ding-li 三垂线定理
san-ci-ba-mian-ti 三次八面体
san-ci-cha-zhi 三次插值
san-ci-fang-cheng 三次方程
san-ci-fang-gen 三次方根
san-ci-hu-fan-lv 三次互反律
san-ci-jiao-dai-qun 三次交代群
san-ci-qu-mian 三次曲面
san-ci-qu-xian 三次曲线
san-ci-shuang-qu-nao-xian 三次双曲挠线
san-ci-xian 三次线
san-ci-xiang 三次项
san-ci-xing 三次型
san-ci-yang-tiao 三次样条
san-ci-yang-tiao-han-shu 三次样条函数
san-ci-yuan 三次元
san-deng-fen 三等分
san-deng-fen-jiao 三等分角
san-deng-fen-jiao-xian 三等分角线
san-dian-tu 散点图
san-dian-wen-ti 三点问题
san-du 散度
san-du-ge-xian 三度割线
san-du-xing 散度型
san-du-xing-fang-cheng 散度型方程
san-duan-lun 三段论
san-dui-jiao 三对角
san-dui-jiao-xian-ju-zhen 三对角线矩阵
san-fen-fa 三分法
san-fen-lv 三分律
san-gui-ze 三规则
san-han-shu 三函数
san-ji-shu-ding-li 三级数定理
san-jia-di-tu 三价地图
san-jiao 三角
san-jiao-bi-jin 三角逼近
san-jiao-cha-zhi 三角插值
san-jiao-duo-xiang-shi 三角多项式
san-jiao-fang-cheng 三角方程
san-jiao-fen-jie 三角分解
san-jiao-han-shu 三角函数
san-jiao-he 三角和
san-jiao-hua-yin-li 三角化引理
san-jiao-hui-gui 三角回归
san-jiao-ji-shu 三角级数
san-jiao-jin-si-duo-xiang-shi 三角近似多项式
san-jiao-ju-wen-ti 三角矩问题
san-jiao-nei-cha-fa 三角内插法
san-jiao-pou-fen 三角剖分
san-jiao-qu-mian 三角曲面
san-jiao-shu 三角数
san-jiao-xing 三角型
san-jiao-xing 三角形
san-jiao-xing-gong-li 三角形公理
san-jiao-xing-hang-lie-shi 三角形行列式
san-jiao-xing-hua 三角形化
san-jiao-xing-wang-ge 三角形网格
san-jiao-xing-yuan 三角形元
san-jiao-xue 三角学
san-jie-han-shu 三阶函数
san-jie-hang-lie-shi 三阶行列式
san-jie-wei-ci-yan-suan 三阶谓词演算
san-jin-zhi-shu-ji 三进制数集
san-jin-zhi-shu-xi 三进制数系
san-leng-zhu 三棱柱
san-li-zao-sheng 散粒噪声
san-liao-chou-yang 散料抽样
san-mian-jiao 三面角
san-mian-ti 三面体
san-pai-lie-fang-fa 三排列方法
san-qie-mian-zhong-dian 三切面重点
san-qiu-mian-ding-li 三球面定理
san-qu-mian-ding-li 三曲面定理
san-qu-xian-ding-li 三曲线定理
san-she-ceng 散射层
san-ti-wen-ti 三体问题
san-wei-huan-mian 三维环面
san-wei-kong-jian 三维空间
san-wei-liu-xing 三维流形
san-wei-tuo-mian 三维椭面
san-xian-xing-xing-shi 三线性形式
san-xian-xing-yuan 三线性元
san-xian-zuo-biao 三线坐标
san-xiang-fang-cheng 三项方程
san-xiang-guan-xi 三项关系
san-xiang-liang 三向量
san-xiang-shi 三项式
san-xiang-yun-suan 三项运算
san-ye-xing 三叶形
san-ye-xing-niu-jie 三叶形纽结
san-yi 散逸
san-yi-han-shu 散逸函数
san-yi-ke-ce-bian-huan 散逸可测变换
san-yuan-ding-li 三圆定理
san-yuan-lian-jie 三元联结
san-yuan-xi 三元系
san-yuan-xian-xing-fang-cheng-zu 三元线性方程组
san-yuan-xing-shi 三元形式
san-yuan-yi-ci-bu-ding-fang-cheng 三元一次不定方程
san-yuan-yi-ci-fang-cheng 三元一次方程
san-yuan-yi-ci-fang-cheng-zu 三元一次方程组
san-yuan-zu 三元组
san-zhi-jiao-qiu-mian-san-jiao-xing 三直角球面三角形
san-zhi-luo-ji 三值逻辑
san-zhi-luo-ji-xue 三值逻辑学
san-zhi-ming-ti-luo-ji 三值命题逻辑
sao-chu 扫除
sao-chu-fa 扫除法
sao-chu-suan-zi 扫除算子
sao-chu-yuan-li 扫除原理
se-bu-bian-liang 色不变量
se-duo-xiang-shi 色多项式
se-he-fang-cheng 色和方程
se-pou-fen 色剖分
se-san-jian-yan 色散检验
se-shu 色数
se-tu 色图
sen-lin 森林
sen-tian-liu-yuan-zu 森田六元组
sha-bi-fa 沙比法
sha-er-lao-hu-fan-gong-shi 沙尔劳互反公式
sha-er-teng 沙尔滕
sha-fa-lie-wei-qi 沙法列维奇
shai-fa 筛法
shai-fa-gong-shi 筛法公式
shan-chu 删除
shan-di-han-shu 扇低函数
shan-lu-yin-li 山路引理
shan-qu 删去
shan-shi-hui-gui 删失回归
shan-shi-yang-ben 删失样本
shan-xing 扇形
shang-ban-ge 上半格
shang-ban-lian-xu 上半连续
shang-ban-lian-xu-fen-jie 上半连续分解
shang-ban-lian-xu-xing 上半连续性
shang-ban-lian-xu-ying-she 上半连续映射
shang-ban-ping-mian 上半平面
shang-bao-luo 上包络
shang-bi-jian 上闭键
shang-bi-lian 上闭链
shang-bian-ma 熵编码
shang-bian-yuan 上边缘
shang-bian-yuan-suan-zi 上边缘算子
shang-bian-yuan-tong-tai 上边缘同态
shang-biao-shi 商表示
shang-ce-du 商测度
shang-ceng 商层
shang-cheng-fa 上乘法
shang-chuan-bu-deng-shi 上穿不等式
shang-chun-zhi 上纯值
shang-cong 商丛
shang-dai-shu 上代数
shang-dai-shu 商代数
shang-dao-shu 上导数
shang-di-han-shu 上低函数
shang-dui-ce 商对策
shang-dui-xiang 商对象
shang-fan-chou 上范畴
